nl_cmd,bash_cmd
hey copy the movie avengers.mp4 from new and paste it to movies folder,bash: cp new/avengers.mp4 movies/avengers.mp4
copy the photo.jpg from downloads to pictures,bash: cp ~/Downloads/photo.jpg ~/Pictures/photo.jpg
provide a copy of rogers.jpg photo from documents to downloads,bash: cp ~/Documents/rogers.jpg ~/Downloads/rogers.jpg
create a copy of song.mp3 from music to newfolder,bash: cp music/song.mp3 newfolder/song.mp3
copy mypic.png to pictures folder,bash: cp mypic.png ~/Pictures/mypic.png
can you please copy the backup.zip to external_drive,bash: cp backup.zip /external_drive/backup.zip
make a copy of wallpaper.jpg to wallpapers folder in pictures,bash: cp wallpaper.jpg ~/Pictures/wallpapers/wallpaper.jpg
copy the image sunset.png to photos folder,bash: cp sunset.png ~/Pictures/photos/sunset.png
take the file example.txt from downloads and paste it to documents,bash: cp ~/Downloads/example.txt ~/Documents/example.txt
duplicate the program.py from code folder to backup folder under home directory,bash: cp ~/code/program.py ~/backup/program.py
save a copy of my image source is image.jpg and destination is /media/usb/,bash: cp image.jpg /media/usb/image.jpg
give me a copy of the video source.mp4 to the folder downloads,bash: cp source.mp4 ~/Downloads/source.mp4
transfer a video file source is movie.mp4 and destination is /mnt/external_drive/,bash: cp movie.mp4 /mnt/external_drive/movie.mp4
copy a pdf source is /home/user/Documents/manual.pdf and destination is /home/user/Backups/,bash: cp /home/user/Documents/manual.pdf /home/user/Backups/
duplicate the file source file is notes.pdf and destination folder is archive,bash: cp notes.pdf archive/notes.pdf
copy the file source file is myfile.txt and destination directory is documents,bash: cp myfile.txt ~/Documents/myfile.txt
copy the entire Music directory to Media,cp -r Music Media/
copy the /etc/nginx folder in /usr/local and paste it to /opt/nginx,bash: cp -r /usr/local/etc/nginx /opt/nginx  
please make a copy of directory /usr/lib in /mnt/external directory,bash: cp -r /usr/lib /mnt/external/usr/lib  
could you copy the project folder to workspace,bash: cp -r project ~/workspace/project
could you transfer the folder docs to backup,bash: cp -r docs backup/docs
copy the research folder to documents,bash: cp -r research ~/Documents/research
can you copy the whole folder projects into workspace under home directory,bash: cp -r projects ~/workspace/projects
backup my images source directory is pictures and destination directory is usb_drive/,bash: cp -r pictures usb_drive/
transfer my music source folder is songs and destination directory is sd_card/,bash: cp -r songs sd_card/
save a copy of the video source directory is movies and destination folder is media_storage/,bash: cp -r movies media_storage/
create a copy of the project files source folder is coding-projects and destination folder is github_folder/,bash: cp -r coding-projects github_folder/
copy this folder source is Music folder and destination is documents,bash: cp -r Music ~/Documents
create a copy of the folder source is project and destination is new-folder/,bash: cp -r project new-folder/
can you copy the folder from /run to /srv forcefully,bash: cp -rf /run /srv  
forcefully copy the jananayagan folder to documents,bash: cp -rf jananayagan ~/Documents  
can you copy this directory /dev from /root to /mnt forcefully,bash: cp -rf /root/dev /mnt/dev  
i want to create a copy of /snap in /opt forcefully,bash: cp -rf /snap /opt/snap  
please copy the /sys folder from /media to /opt forcefully and view the contents,bash: cp -rvf /media/sys /opt/sys  
copy the /sbin folder to the /root folder forcefully and display the contents,bash: cp -rvf /sbin /root/sbin  
please move the document.txt to desktop directory,bash: mv document.txt ~/Desktop/document.txt
move the file book.pdf from downloads folder to documents,bash: mv ~/Downloads/book.pdf ~/Documents/book.pdf
move the presentation.pptx from docs to desktop,bash: mv docs/presentation.pptx ~/Desktop/presentation.pptx
transfer the video movie.mp4 to movies folder,bash: mv movie.mp4 ~/Movies/movie.mp4
move the file dark.mp4 to video folder,bash: mv dark.mp4 /video/dark.mp4
please move the code.py from project folder to scripts under home directory,bash: mv project/code.py ~/scripts/code.py
shift the audio.mp3 from downloads to music,bash: mv ~/Downloads/audio.mp3 ~/Music/audio.mp3
move the backup.zip to usb folder,bash: mv backup.zip usb/backup.zip
i want to move the script.sh from bin to scripts folder,bash: mv bin/script.sh scripts/script.sh
move the file myphoto.jpg from pictures to newfolder in home directory,bash: mv ~/Pictures/myphoto.jpg ~/newfolder/myphoto.jpg
please move the file data.csv from downloads to desktop,bash: mv ~/Downloads/data.csv ~/Desktop/data.csv
move the pdf resume.pdf from documents to desktop,bash: mv ~/Documents/resume.pdf ~/Desktop/resume.pdf
move the file from /etc/hosts to /var/backups,bash: mv /etc/hosts /var/backups  
can you move a file from /usr/local/bin/script.sh to /opt/scripts for me,bash: mv /usr/local/bin/script.sh /opt/scripts  
cut and copy the file from /home/user/downloads/movie.mp4 to /mnt/media,bash: mv /home/user/downloads/movie.mp4 /mnt/media  
cut the file in /tmp/reports.txt and paste it to /var/logs,bash: mv /tmp/reports.txt /var/logs/reports.txt  
i want to move the config.xml in /etc/nginx to /usr/local/nginx,bash: mv /etc/nginx/config.xml /usr/local/nginx/config.xml  
cut the program file main.c in /usr/src and store in /opt/src,bash: mv /usr/src/main.c /opt/src/main.c  
copy the file error.log and delete it in /var/log and paste it in /mnt/logs,bash: mv /var/log/error.log /mnt/logs/error.log  
