bash_code,nl_command,srno
find  -mtime -1,find all the files that are modified in the last 1 day,9662
"#!/bin/bash

ls -l --time-style=long-iso /path/to/your/directory | awk '{print $5, $6, $7, $8, $9}' | sort -n",Print the list of files in a directory with their sizes and last access times sorted by size.,15735
diff -qr directory directory.original | cut -d' ' -f2 | xargs dirname | uniq,Finds files in 'directory' folder with the same name and location but different content than files in 'directory.original' folder and prints location of such files.,5962
find ./ -empty -type d -delete,find all the empty directories in current folder and delete them,22488
"history -s ""$line""",Save $line line in history,7869
"find . -name ""*.txt"" -print0 |xargs -0 du -ch",Measure the disk space taken up by all *.txt files in the current directory tree,1270
"join -1 2 -2 1 -t, BigFile.csv LittleFile.csv",Output all lines in BigFile.csv whose secondn comma-separated second field matches first field of a line in LittleFile.csv.,13734
chown -R antoniod:antoniod /var/antoniod-data/,"Recursively change the owner and group of ""/var/antoniod-data/"" to ""antoniod""",12698
grep -o . file | sort -f | uniq -ic,"List each unique case insensitive character in ""file"" prefixed by number of occurrences",20035
rm -f ~/.android/adbkey ~/.android/adbkey.pub,Removes files ~/.android/adbkey and ~/.android/adbkey.pub without prompting.,6999
bg %  so it wont die when you logoff,Places current job to background.,11284
find . -type f | xargs ls -ltr | tail -n 1,Recursively find the latest modified file in the current directory,8670
find / -type f \ -exec ls -l {} \;,display a long listing of all the regular/normal files in the file system which have set uid bit or set gid bit enabled.,23728
pstree -apl,Prints process tree with command line arguments and process id numbers.,9046
"find . -name '*.deb' -printf ""%f\n""","display only the file names of all the files which end with "".deb""",21290
find /usr/bin -type f -size -50c -exec ls -l '{}' ';',Display a long listing of all regular files that are less than 50 bytes in size under '/usr/bin' directory tree,24194
"rsync -av --files-from=- --rsync-path=""sudo rsync"" /path/to/files user@targethost:/path","Archive all files specified on standard input under ""/path/to/files"" to ""/path"" on host ""targethost"" as user ""user"" with escalated privileges",23721
groups user,Finds out what groups a given user has.,5128
mktemp -d -p /path/to/dir,Creates temporary folder relative to directory '/path/to/dir'.,9328
find ./ -newer start.txt -and ! -newer end.txt,Find files newer than start.txt but not newer than end.txt,1546
"find . -name ""*.jpg""",find all jpg files in the current folder,740
find . -type f -exec sed -i 's/searc/replace/g' {} \;,"Change string ""searc"" to ""replace"" in all files in directory hierarchy",11573
watch -n1 dropbox-cli status,"Execute ""dropbox-cli status"" every second",10876
"read -r -p ""Are you sure? [y/N] "" response","Read a line from standard input into variable ""response"" ignoring backslash escapes and using the prompt ""Are you sure? [y/N] """,1675
find . -type f  -perm a=rwx -exec ls -l {} \;,"List regular files in current directory with read, write and execute permission for all users and also show the permissions",16122
find / -name expect 2>/dev/null,"find from / a file called ""expect"", suppressing any error messages",2568
find / -mount \! -readable -prune  -o  -path /dev -prune  -o  -name '*.jbd' -ls,"list in long format all files from / whose filename ends in ""jbd"", not descending into directories that are not readable while searching, and not descending into directories on other filesystems",6985
od -t fD file,"Display a dump of ""file"" as floating point values of double size",6796
find . -size 0k,display all empty files in the current folder,4733
find . -name 'filename' | xargs -r ls -tc | head -n1,Get only the latest version of the file 'filename' under current directory,774
find projects/ -name '*.php' -print | cpio -pdm copy/,"Copy all "".php"" files in ""projects/"" directory tree to ""copy/"" preserving directory hierarchy",17250
find -regex '^.*/[A-Za-z]+-[0-9]+x[0-9]+\.[A-Za-z]+$' | xargs echo rm -f,Remove files whose names match regular expression '^.*/[A-Za-z]+-[0-9]+x[0-9]+\.[A-Za-z]+$' from the current directory tree,8522
find Symfony -type d,display all directories in the folder Symfony,24344
"split -l ${2:-10000} -d -a 6 ""$1""","Split ""$1"" into files of at most ""$2"" or default 10000 using a numeric suffix of length 6",17026
read -rsp $'Press any key to continue...\n' -n 1 key,"Silently read a single character from standard input into variable ""key"" without backslash escapes and using the prompt $'Press any key to continue...\n'",19
"ping google.com -n 10 | grep Minimum | awk '{print $3}' | sed s/,//","Print the minimum transmission time of 10 ping requests to ""google.com"" from cygwin",2245
find . '' -print,"Find all files named ""filename"" in the current directory tree, not descending into ""FOLDER1"" directories",3204
find . -mtime +1,Find all the files that were modified more than one day ago,7289
find . -type f | tac,display all normal / regular files in current folder in reverse order,5205
"find /home/dm -name ""*uniform*""",Look in /home/dm and below for files with 'uniform' in their names,13709
"find . | grep ""FooBar"" | tr \\n \\0 | xargs -0 -I{} cp ""{}"" ~/foo/bar",Copy all files that match 'FooBar' in their paths under current directory tree to the '~/foo/bar' directory,6924
find file -chour +1 -exit 0 -o -exit 1,Test if a file named 'file' in the current directory is more than 1 hour old,20742
cd /the/project/root//data,"Go to /the/project/root//data, which in most filesystems/operating systems will be the same as cd /the/project/root/data",11999
find . -name core -ok rm {} \;,"same as above example with -exec , in this example with -OK it should ask for confirmation before executing the rm command . that is called user intractive command",11198
find . -mtime -7 -type d,Find directories modified in last 7 days,13969
find . -type f -mtime -3,Find all files that are modified in last 3 days,21201
"find . -name ""*.bam"" | xargs rm","delete all files that have the extension ""bam"" in current directory",12922
diff --brief -Nr dir1/ dir2/,"Print which files differ between dir1 and dir2, treating absent files as empty",6666
grep -v 'kpt#' data.txt | nl -nln,"Remove lines matching ""kpt#"" from ""data.txt"" and add left-justified line numbers",3241
du -s $i | read k,"Read the first line of output from ""du -s $i"" into variable ""k"" in ksh",16930
"echo ""$(date): "" $line","Print the current date followed by "": $line""",3310
more /etc/hosts | grep '[[:space:]]*'`hostname`'[[:space:]]*' | awk '{print $1}',"List all IP addresses assigned to current hostname, pausing for user interaction after each page.",10359
"find asia emea -type f -name ""*gz""",Find all *gz files under asia and emea directory,364
"find . -name ""*.php"" -exec chmod 755 {} \;",Change permissions for all PHP files under the current directory tree to 755,11018
checksum=`md5sum /etc/localtime | cut -d' ' -f1`,Calculate md5 checksum of '/etc/localtime' and save the first space separated part in variable 'checksum',11790
find . -type f -print0 | parallel -0 -X md5sum,"Find all files under current directory, calculate their md5sum",4727
find -gid 1000 -exec chown -h :username {} \;,change the owner of the files which belong to the group 1000 to username and modify only the symbolic link not the originally pointed file,8739
find . -size -24000c,Find files in the current directory tree whose size is less than 24000 bytes,16856
"sort -nrk 2,2 file.dat","Numerically sort file ""file.dat"" by the second word of each line and output from greatest value to least value",1642
cat ${TMP}/${SCRIPT_NAME}.name|sort -r;,Reversibly sorts content of the '${TMP}/${SCRIPT_NAME}.name' file,23063
"rm --force ""${temp}""",Forcibly removes ${temp} file.,1173
du -ks * | sort -n -r,Prints Kb size of all top-level files and folders in a current folder in descending order.,4501
find . -ctime -1 -print,Locate files whose status was changed less than 1 day ago,13466
mv wordpress/.* .,"Move all hidden files in ""wordpress"" to the current directory",22811
find /tmp -user ian,Search the /tmp directory tree for files owned by user `ian',20251
find ~/Library -name '* *',Find all files/directories with spaces in their names under ~/Library directory,3365
find -type f,Search only for regular files,18302
"join -j1 -o 2.1,2.2,1.2,1.3  <(sort test.1) <(sort test.2)","For each line which has a common first field in test.1 and test.2, output the first 2 fields of test.2 and the field 2 and 3 of test.1",12666
"#!/bin/bash

dns_server=""8.8.8.8""
domain=""example.com""
dig +short @${dns_server} ${domain} | sort > /tmp/current_dns_records.txt
echo """" > /tmp/previous_dns_records.txt
while true; do
    dig +short @${dns_server} ${domain} | sort > /tmp/current_dns_records.txt
    if ! cmp -s /tmp/current_dns_records.txt /tmp/previous_dns_records.txt; then
        diff /tmp/previous_dns_records.txt /tmp/current_dns_records.txt | mail -s ""DNS Records Change Alert"" user@example.com
    fi
    sleep 3600
    mv /tmp/current_dns_records.txt /tmp/previous_dns_records.txt
done","Create a script to monitor system DNS records and send alerts when changes are detected (e.g., new records, changes in IP addresses).",1411
"curl -L -C - -b ""oraclelicense=accept-securebackup-cookie"" -O http://download.oracle.com/otn-pub/java/jce/8/jce_policy-8.zip","download a file ""http://download.oracle.com/otn-pub/java/jce/8/jce_policy-8.zip"" using cookies ""oraclelicense=accept-securebackup-cookie""",12480
find dir -not \ -type f,list all regular files which path is not dir1 or dir2,19669
find /basedir/ \( -iname '*company*' -and \( -iname '*.txt' -or -iname '*.html' \) \) -print0,"Find all *.txt, *.html files under /basedir that match the case insensitive pattern *company* in their names",6667
"echo `date +""%a %x %X""` `hostname`","Print the date formatted with ""%a %x %X"" followed by the host name",11333
"mv /source/path/{.[!.],}* /destination/path","Move all files including hidden files and excluding "".."" in ""/path/subfolder/"" to ""/path/""",17200
find -name foo.txt -execdir rename 's/\.txt$/.xml/' '{}' ';',"search for the files ""foo.txt"" in the current folder and rename it to foo.xml",14901
